,M024x,M024y,M024z,M025x,M025y,M025z,M026x,M026y,M026z,M027x,M027y,M027z,M028x,M028y,M028z,M029x,M029y,M029z,M030x,M030y,M030z,Time
4.48333,132.874,-112.975,1107.6,136.865,-85.7912,943.656,107.499,-80.1521,437.871,101.415,-195.935,24.4418,75.3056,-208.067,-8.35538,143.624,-51.9895,-23.8103,94.8236,41.0296,-23.0277,3.05833
4.49167,132.731,-113.029,1107.73,136.846,-85.8012,943.668,107.732,-80.1042,438.104,101.514,-196.072,24.6494,75.2964,-208.187,-8.28844,143.639,-52.0505,-23.8985,94.8474,41.0268,-23.0935,3.06667
4.5,132.629,-112.996,1107.88,136.798,-85.8977,943.684,107.503,-80.2467,437.874,101.284,-195.925,24.5016,75.3046,-208.083,-8.36939,143.588,-52.0474,-23.9176,94.8332,40.9989,-23.0924,3.075
4.50833,132.467,-113.053,1108,136.725,-85.9481,943.716,107.707,-80.2047,438.079,101.267,-195.925,24.5271,75.2573,-208.038,-8.25751,143.692,-52.0422,-23.9112,94.8943,40.9924,-23.038,3.08333
4.51667,132.326,-113.027,1108.18,136.686,-85.9665,943.732,107.254,-80.4486,437.808,101.304,-195.964,24.4748,75.2863,-208.061,-8.35931,143.65,-52.0886,-23.8559,94.8191,41.0233,-23.0198,3.09167
4.525,132.276,-112.98,1108.31,136.648,-86.026,943.735,107.255,-80.4809,437.761,101.289,-195.938,24.4618,75.2772,-208.02,-8.32194,143.704,-52.0602,-23.8826,94.8719,41.0111,-23.0989,3.1
4.53333,132.059,-112.994,1108.42,136.634,-86.0135,943.76,107.695,-80.254,438.101,101.309,-195.94,24.5452,75.2746,-208.055,-8.3527,143.678,-52.0689,-23.818,94.8791,41.037,-22.9902,3.10833
4.54167,131.843,-113.032,1108.48,136.475,-86.166,943.788,107.601,-80.2976,437.862,101.311,-195.987,24.5104,75.3123,-208.066,-8.30084,143.678,-52.0665,-23.897,94.859,40.989,-23.0907,3.11667
4.55,131.769,-112.971,1108.47,136.49,-86.2141,943.764,107.604,-80.3983,437.828,101.145,-196.056,24.4204,75.3108,-208.063,-8.37433,143.62,-52.048,-23.8399,94.8885,41.0411,-22.9864,3.125
4.55833,131.49,-113.014,1108.42,136.406,-86.1552,943.846,107.944,-80.1576,438.037,101.287,-195.984,24.5628,75.2956,-208.071,-8.3645,143.691,-52.095,-23.948,94.8741,41.0267,-23.047,3.13333
4.56667,131.426,-112.965,1108.37,136.169,-86.252,943.848,107.419,-80.4412,437.89,101.201,-195.979,24.5719,75.2866,-208.056,-8.34948,143.691,-52.1001,-23.9129,94.8801,41.0705,-23.1679,3.14167
4.575,131.256,-112.975,1108.27,136.211,-86.2542,943.913,107.743,-80.2569,438.013,101.324,-195.956,24.5776,75.1566,-208.039,-8.38387,143.677,-52.0716,-23.9177,94.8719,41.0144,-23.0876,3.15
4.58333,131.121,-112.981,1108.17,135.928,-86.3599,943.932,107.353,-80.466,437.928,101.327,-195.935,24.5424,75.5837,-207.884,-8.19391,143.638,-52.0318,-23.8254,94.8323,41.0874,-22.9544,3.15833
4.59167,131.001,-112.956,1108.01,135.933,-86.3877,943.907,107.387,-80.5013,437.927,101.308,-195.963,24.5138,75.3499,-208.084,-8.33315,143.674,-52.0835,-23.9213,94.8658,40.9611,-23.0758,3.16667
4.6,130.825,-113.028,1107.88,136.114,-86.2869,943.982,107.708,-80.2863,438.093,101.309,-195.829,24.4997,75.2281,-208.079,-8.3484,143.658,-52.0465,-23.8496,94.879,41.0202,-22.9663,3.175
4.60833,130.753,-112.991,1107.71,135.752,-86.4192,943.944,107.239,-80.5297,437.962,101.333,-195.951,24.5473,75.2839,-208.053,-8.27092,143.681,-52.0743,-23.9454,94.8665,40.9476,-23.0885,3.18333
4.61667,130.787,-112.813,1107.58,135.623,-86.4738,943.895,106.959,-80.6423,437.94,101.381,-196.008,24.524,75.246,-208.168,-8.41749,143.682,-52.0635,-23.8645,94.8753,41.0506,-23.0016,3.19167
4.625,130.59,-112.931,1107.43,135.689,-86.3949,943.872,107.418,-80.4254,438.064,101.304,-195.977,24.6046,75.2571,-208.067,-8.36772,143.647,-52.0611,-23.9165,94.8396,41.0194,-23.1104,3.2
4.63333,130.508,-112.877,1107.32,135.465,-86.4645,943.849,107.108,-80.5563,437.968,101.491,-196.147,24.6945,75.2385,-208.15,-8.31896,143.632,-52.0948,-23.9227,94.8323,40.9891,-23.0867,3.20833
4.64167,130.371,-112.837,1107.21,135.532,-86.4095,943.849,107.442,-80.3876,438.141,101.258,-195.964,24.6212,75.2652,-208.041,-8.30883,143.685,-52.0895,-23.8775,94.8847,40.9531,-23.0485,3.21667
4.65,130.351,-112.758,1107.1,135.318,-86.4754,943.842,107.185,-80.5192,438.065,101.214,-195.922,24.5433,75.2178,-208.062,-8.31711,143.647,-52.0461,-23.8307,94.9532,41.0588,-22.9161,3.225
4.65833,130.354,-112.606,1107.07,135.136,-86.5369,943.797,107.021,-80.6063,438.047,101.213,-195.939,24.5683,75.2459,-208.029,-8.27891,143.681,-52.1032,-23.9494,94.7934,40.961,-23.0864,3.23333
4.66667,130.29,-112.595,1107.02,135.227,-86.4227,943.782,107.129,-80.5275,438.125,101.229,-195.944,24.6221,75.226,-208.011,-8.34381,143.629,-52.0737,-23.8394,94.8336,41.0247,-23.0122,3.24167
4.675,130.265,-112.551,1106.98,135.021,-86.5263,943.805,106.815,-80.659,438.006,101.226,-195.97,24.5847,75.2377,-208.046,-8.25256,143.655,-52.0704,-23.8983,94.8225,40.9684,-23.0848,3.25
4.68333,130.256,-112.552,1106.95,134.922,-86.5534,943.808,106.75,-80.7076,438.013,101.247,-195.963,24.5739,75.181,-207.995,-8.34036,143.641,-52.038,-23.8334,94.8938,41.0174,-22.9897,3.25833
4.69167,130.232,-112.635,1106.93,134.977,-86.5365,943.762,107.093,-80.4669,438.216,101.098,-195.99,24.5965,75.1497,-208,-8.34858,143.679,-52.0917,-23.8868,94.886,40.9467,-23.0721,3.26667
4.7,130.19,-112.714,1106.86,134.801,-86.5937,943.839,106.902,-80.5076,438.105,101.208,-195.953,24.5994,75.149,-207.998,-8.34548,143.688,-52.1237,-23.9129,94.8788,41.039,-23.0325,3.275
4.70833,130.267,-112.839,1106.91,134.792,-86.5969,943.885,106.835,-80.5505,438.148,101.054,-195.989,24.7269,75.1667,-207.971,-8.29893,143.681,-52.0737,-23.9297,94.8848,41.0364,-23.1116,3.28333
4.71667,130.298,-112.987,1106.89,134.627,-86.8005,943.857,106.464,-80.6892,437.997,101.187,-195.937,24.6291,74.8961,-207.911,-8.52346,143.657,-52.0824,-23.82,94.8729,41.06,-22.982,3.29167
4.725,130.387,-113.11,1106.89,134.498,-86.9337,943.926,106.529,-80.5894,438.034,101.19,-195.884,24.6354,75.4551,-207.767,-8.11392,143.592,-52.1109,-23.8967,94.8248,40.9813,-23.0477,3.3
4.73333,130.356,-113.285,1106.94,134.753,-86.9179,943.847,106.739,-80.4309,438.156,101.142,-195.902,24.6642,75.1929,-208.04,-8.36003,143.633,-52.0452,-23.8001,94.84,41.0391,-22.9678,3.30833
4.74167,130.289,-113.481,1106.97,134.906,-87.0597,943.93,106.61,-80.4004,438.067,101.161,-195.696,24.496,75.1082,-207.989,-8.27748,143.655,-52.0744,-23.8812,94.8458,40.9842,-22.997,3.31667
4.75,130.415,-113.536,1107,134.629,-87.3203,943.825,106.563,-80.3551,438.064,101.209,-195.852,24.613,75.0991,-208.003,-8.33714,143.588,-52.0612,-23.8184,94.8581,41.0587,-22.9371,3.325
4.75833,130.387,-113.591,1107.11,134.803,-87.3589,943.818,106.64,-80.2953,438.121,101.256,-195.921,24.6772,75.1268,-208.124,-8.37254,143.615,-52.083,-23.9008,94.8365,41.0163,-23.0581,3.33333
4.76667,130.344,-113.753,1107.12,134.662,-87.6388,943.788,106.572,-80.2979,438.06,101.188,-195.879,24.6598,75.105,-207.976,-8.29738,143.651,-52.0668,-23.9054,94.819,40.9996,-23.0923,3.34167
4.775,130.251,-113.895,1107.2,134.899,-87.7255,943.827,106.593,-80.2237,438.107,101.325,-195.998,24.8345,75.0846,-208.066,-8.17031,143.595,-52.0826,-23.8945,94.8173,41.0061,-23.0597,3.35
4.78333,130.195,-114.01,1107.26,134.83,-87.9329,943.824,106.394,-80.3904,438.02,101.118,-195.852,24.6475,75.1102,-207.97,-8.30823,143.641,-52.0157,-23.8118,94.8648,41.1175,-22.9787,3.35833
4.79167,130.235,-114.089,1107.29,134.916,-88.0718,943.82,106.49,-80.3826,438.062,101.082,-195.824,24.6319,75.049,-207.912,-8.24732,143.614,-52.0658,-23.8653,94.9347,41.0153,-23.0453,3.36667
4.8,130.065,-114.235,1107.37,135.096,-88.1909,943.836,106.754,-80.2353,438.171,101.099,-195.828,24.7146,75.1033,-207.971,-8.3071,143.628,-52.0298,-23.8227,94.8372,41.1124,-23.0017,3.375
4.80833,130.069,-114.326,1107.45,135.114,-88.3838,943.893,106.579,-80.4008,438.078,101.137,-195.844,24.6854,75.0893,-207.928,-8.24964,143.668,-52.063,-23.9279,94.875,41.0262,-23.0646,3.38333
4.81667,130.07,-114.37,1107.46,135.146,-88.5798,943.936,106.588,-80.4161,438.067,101.15,-195.883,24.684,75.0977,-207.956,-8.28802,143.626,-52.0587,-23.8466,94.8624,41.047,-22.9908,3.39167
4.825,130.01,-114.502,1107.54,135.378,-88.623,943.907,106.859,-80.3434,438.15,101.148,-195.876,24.7257,75.0837,-207.968,-8.27539,143.676,-52.0224,-23.9194,94.8744,41.0341,-23.0947,3.4
4.83333,129.975,-114.617,1107.59,135.386,-88.833,943.936,106.545,-80.7826,437.94,101.031,-195.943,24.6156,75.1018,-207.974,-8.29196,143.637,-52.027,-23.9189,94.9199,41.0266,-23.1053,3.40833
4.84167,129.954,-114.721,1107.62,135.541,-88.8782,943.974,107.088,-80.4064,438.214,101.156,-195.892,24.721,75.1037,-207.93,-8.25906,143.677,-52.1021,-23.9242,94.9266,41.0784,-23.0615,3.41667
4.85,129.941,-114.842,1107.7,135.533,-89.0551,943.983,107.085,-80.4806,438.143,101.005,-195.953,24.7536,75.0984,-207.991,-8.30293,143.712,-52.0741,-23.8217,94.9785,41.2198,-23.0153,3.425
4.85833,129.946,-114.924,1107.73,135.565,-89.2593,943.994,107.095,-80.5904,438.149,101.149,-195.899,24.7023,74.7956,-207.815,-8.46195,143.72,-52.1135,-23.9317,94.944,40.9997,-23.0944,3.43333
4.86667,129.915,-115.047,1107.78,135.757,-89.2783,944.072,107.354,-80.565,438.249,101.221,-195.857,24.7774,75.3793,-207.792,-8.12411,143.726,-52.0649,-23.8762,94.9138,41.0479,-22.9954,3.44167
4.875,129.977,-115.101,1107.84,135.817,-89.4398,944.022,107.052,-80.8551,438.104,101.228,-195.932,24.6798,75.147,-207.979,-8.28808,143.752,-52.0941,-23.9127,94.9584,40.9859,-23.1075,3.45
4.88333,129.972,-115.201,1107.87,136.008,-89.5374,944.04,107.049,-80.8932,438.073,101.226,-195.744,24.5547,75.0487,-208,-8.26853,143.762,-52.0921,-23.8343,95.0082,40.993,-22.9709,3.45833
4.89167,129.987,-115.289,1107.92,136.119,-89.5165,944.081,107.626,-80.6966,438.319,101.249,-195.921,24.7167,75.0916,-207.997,-8.32576,143.789,-52.1207,-23.9106,94.9987,40.9589,-23.0951,3.46667
4.9,130.094,-115.292,1107.93,136.066,-89.6831,944.077,107.347,-80.8791,438.19,101.344,-196.036,24.6443,75.0787,-208.099,-8.36158,143.779,-52.1438,-23.9391,95.0353,40.9501,-23.1043,3.475
4.90833,130.105,-115.419,1107.94,136.258,-89.6525,944.097,107.557,-80.8169,438.263,101.237,-195.989,24.7545,75.0649,-207.923,-8.255,143.832,-52.153,-23.9522,95.1042,40.9377,-23.0798,3.48333
4.91667,130.208,-115.52,1107.97,137.316,-89.0167,943.854,107.077,-81.0524,438.048,101.435,-196.135,24.8703,75.0502,-208.096,-8.21805,143.81,-52.122,-23.8585,95.1563,40.9814,-23.0124,3.49167
4.925,130.358,-115.583,1107.96,136.254,-89.9882,944.176,107.12,-81.0544,438.071,101.206,-195.976,24.7292,75.0507,-207.908,-8.25351,143.897,-52.1769,-23.9386,95.2076,40.8985,-23.0976,3.5
4.93333,130.407,-115.752,1107.95,136.379,-90.0617,944.198,107.743,-80.7258,438.305,101.141,-195.905,24.7737,75.0048,-207.936,-8.27867,143.784,-52.1846,-23.8517,95.3114,40.9201,-22.9502,3.50833
4.94167,130.564,-115.818,1107.99,136.852,-89.778,944.18,107.44,-80.8414,438.19,101.12,-195.886,24.7394,74.9915,-207.914,-8.24845,143.835,-52.2208,-23.952,95.1956,40.7684,-23.0829,3.51667
4.95,130.75,-115.998,1107.98,136.988,-89.9014,944.147,107.497,-80.7229,438.177,101.132,-195.808,24.7837,74.9642,-207.96,-8.29732,143.801,-52.2274,-23.8941,95.3966,40.8005,-22.8782,3.525
4.95833,130.864,-116.199,1107.97,136.795,-90.183,944.235,107.966,-80.3783,438.345,101.127,-195.716,24.8813,74.9251,-207.935,-8.26973,143.833,-52.2622,-24.0029,95.5726,40.5732,-22.8339,3.53333
4.96667,131.029,-116.375,1108,136.99,-90.2511,944.254,107.363,-80.5801,438.067,101.111,-195.585,24.8519,74.8883,-207.889,-8.26263,143.882,-52.3617,-23.992,96.0346,40.297,-22.7104,3.54167
4.975,131.198,-116.628,1107.98,136.945,-90.5082,944.378,108.063,-80.0199,438.285,101.003,-195.5,24.824,74.8819,-207.868,-8.24898,143.891,-52.5258,-23.9887,96.5175,40.0634,-22.6195,3.55
4.98333,131.316,-116.885,1107.99,137.002,-90.7282,944.404,107.682,-80.1088,438.081,101.119,-195.333,24.8169,74.87,-207.932,-8.33327,143.936,-52.617,-23.925,96.726,39.8978,-22.2955,3.55833
4.99167,131.567,-117.083,1107.98,137.338,-90.8405,944.416,107.751,-79.8677,438.051,100.972,-195.263,24.8593,74.8815,-207.932,-8.32641,143.969,-52.8018,-23.9739,97.1972,39.7661,-22.1618,3.56667
5,131.615,-117.404,1107.95,137.57,-90.9772,944.398,108.447,-79.1156,438.187,101.149,-195.118,24.8373,74.5266,-207.881,-8.62527,143.866,-52.9172,-23.9118,97.935,39.2655,-21.7068,3.575
5.00833,131.786,-117.689,1107.95,137.786,-91.3066,944.347,108.521,-78.6056,438.085,101.144,-195.054,24.8198,75.1763,-207.89,-8.30215,143.848,-53.3407,-23.9637,98.925,38.7234,-21.1993,3.58333
5.01667,132.055,-117.929,1107.86,137.94,-91.5776,944.324,108.193,-78.315,437.841,101.077,-195.177,24.7361,74.8933,-208.238,-8.62026,143.652,-54.0017,-23.7295,99.3209,38.371,-20.0691,3.59167
5.025,132.231,-118.245,1107.81,138.277,-91.7588,944.293,108.546,-77.6163,437.918,101.022,-195.058,24.6884,74.7449,-208.315,-8.59517,143.683,-54.4347,-23.5169,99.6335,38.0082,-19.0148,3.6
5.03333,132.492,-118.541,1107.72,138.284,-92.1448,944.191,108.422,-77.0411,437.686,100.979,-195.305,24.7436,74.7032,-208.306,-8.67528,143.751,-54.7083,-23.3615,100.353,37.6843,-18.2078,3.60833
5.04167,132.744,-118.769,1107.73,138.615,-92.2859,944.091,108.798,-76.2012,437.752,100.963,-195.456,24.8117,74.6079,-208.45,-8.72749,143.704,-55.0052,-23.0794,100.855,37.4731,-17.5587,3.61667
5.05,132.817,-119.232,1107.6,138.83,-92.5625,943.993,108.593,-75.6733,437.539,100.774,-195.48,24.8517,74.5449,-208.417,-8.76021,143.766,-55.204,-22.6932,101.143,37.3892,-16.8113,3.625
5.05833,133.07,-119.637,1107.55,139.033,-92.8711,943.898,108.535,-75.1102,437.462,100.823,-195.72,25.0666,74.4069,-208.561,-8.69608,143.62,-55.5577,-22.4438,101.428,37.2205,-16.3659,3.63333
5.06667,133.378,-119.881,1107.38,139.353,-92.9902,943.81,108.793,-74.3542,437.496,100.449,-195.672,25.0156,74.3215,-208.547,-8.83609,143.533,-55.9301,-22.0564,101.8,37.094,-15.741,3.64167
5.075,133.707,-120.272,1107.27,139.399,-93.2703,943.685,108.571,-73.894,437.169,100.265,-195.805,24.982,74.116,-208.528,-8.8219,143.49,-56.3232,-21.7404,102.24,36.9026,-15.3955,3.65
5.08333,134.097,-120.528,1107.21,139.651,-93.4437,943.583,108.643,-73.3725,437.115,100.187,-196.005,25.0114,74.0512,-208.709,-8.94695,143.471,-56.8005,-21.2556,102.669,36.8233,-14.9585,3.65833
5.09167,134.357,-120.904,1107.11,140.076,-93.4141,943.543,108.901,-72.9595,437.278,100.1,-196.197,25.0993,73.9132,-208.763,-8.99303,143.527,-57.3712,-20.8282,103.333,36.6032,-14.8193,3.66667
5.1,134.826,-121.127,1106.97,140.3,-93.5555,943.431,109.021,-72.7021,437.142,100.057,-196.437,25.1,73.7862,-208.858,-9.02885,144.047,-57.9899,-20.4625,104.571,36.2737,-14.752,3.675
5.10833,135.266,-121.4,1106.83,140.56,-93.5882,943.377,109.214,-72.5616,437.108,100.069,-196.695,25.1628,73.6912,-208.928,-9.05144,144.508,-58.5349,-20.2479,105.899,35.9542,-14.6475,3.68333
5.11667,135.556,-121.573,1106.78,140.633,-93.7034,943.3,109.351,-72.6469,436.821,100.035,-196.972,25.0902,73.6387,-209.017,-9.11993,144.964,-59.0121,-20.0031,106.708,35.7598,-14.6297,3.69167
5.125,135.948,-121.693,1106.64,140.88,-93.7374,943.202,109.656,-72.7339,436.751,100.192,-197.121,25.0865,73.606,-209.061,-9.13769,145.191,-59.2409,-19.9865,107.153,35.6795,-14.868,3.7
5.13333,136.452,-121.801,1106.57,141.201,-93.6404,943.115,110.238,-72.7702,436.956,100.088,-197.225,25.1475,73.6498,-209.111,-9.20981,145.244,-59.2202,-20.0714,107.167,35.7984,-15.1083,3.70833
5.14167,136.809,-121.913,1106.46,141.285,-93.7039,943.095,110.276,-73.2722,436.785,100.384,-197.143,24.9972,73.3971,-208.969,-9.4043,145.296,-59.0783,-20.3597,106.93,35.7783,-15.6876,3.71667
5.15,137.258,-121.945,1106.33,141.586,-93.6952,943.021,110.519,-73.4981,436.774,100.544,-196.932,24.9596,74.0749,-208.848,-9.04745,145.265,-58.8413,-20.672,106.607,36.1103,-16.3219,3.725
5.15833,137.62,-122.05,1106.19,141.748,-93.6769,943.033,111.188,-73.4842,437.016,100.65,-196.79,24.873,73.9041,-209.002,-9.19861,145.451,-58.5967,-21.1111,106.471,36.2153,-17.4087,3.73333
5.16667,138.1,-122.061,1106.03,142.043,-93.7569,943.047,111.095,-73.8077,436.733,100.833,-196.438,24.6431,73.9001,-208.852,-9.05037,145.801,-58.305,-21.6026,106.644,36.3212,-18.738,3.74167
5.175,138.46,-122.166,1105.9,142.293,-93.7462,942.993,111.674,-73.7295,436.879,100.965,-196.344,24.6863,73.9864,-208.589,-8.90386,146.329,-57.9889,-22.1136,106.72,36.5428,-20.3149,3.75
5.18333,138.944,-122.174,1105.78,142.445,-93.8876,942.953,111.807,-74.0687,436.781,101.213,-196.119,24.5184,74.0498,-208.491,-8.83132,147.029,-57.4997,-22.6111,106.627,36.8775,-21.9604,3.75833
5.19167,139.442,-122.292,1105.58,142.731,-94.0331,942.912,112.079,-74.385,436.825,101.208,-195.622,24.4743,74.0282,-208.095,-8.60917,147.428,-56.9111,-23.1976,106.362,37.2889,-22.6896,3.76667
5.2,139.825,-122.506,1105.45,143.139,-94.127,942.867,112.28,-74.7904,437.038,101.402,-195.541,24.6347,74.0954,-208.155,-8.49289,147.672,-56.2781,-23.4721,105.77,37.8228,-22.1657,3.775
5.20833,140.327,-122.61,1105.27,143.414,-94.4018,942.827,112.321,-75.2081,436.947,101.271,-195.471,24.4664,74.0771,-207.879,-8.46833,148.06,-55.8472,-23.5226,105.736,37.9359,-22.1171,3.78333
5.21667,140.939,-122.742,1105.04,143.808,-94.6676,942.778,112.346,-75.6764,436.932,101.299,-195.574,24.4242,74.0538,-207.837,-8.44407,148.112,-55.8976,-23.5277,105.772,38.0874,-22.0239,3.79167
5.225,141.424,-122.937,1104.91,144.357,-94.8684,942.773,112.731,-76.0492,437.102,101.322,-195.659,24.478,74.1098,-207.869,-8.44508,148.252,-55.8362,-23.5487,105.587,38.0648,-22.1223,3.8
5.23333,141.945,-123.078,1104.73,144.74,-95.1452,942.8,112.669,-76.8285,436.98,101.351,-195.694,24.3855,74.1234,-207.872,-8.45361,148.269,-55.755,-23.5599,105.564,38.1419,-22.1086,3.80833
5.24167,142.43,-123.299,1104.57,145.27,-95.4063,942.866,113.086,-77.4085,437.219,101.39,-195.712,24.3877,74.1308,-207.805,-8.41689,148.275,-55.6479,-23.5828,105.556,38.2582,-22.1034,3.81667
5.25,143.063,-123.45,1104.38,145.614,-95.759,942.842,113.242,-78.0711,437.271,101.477,-195.795,24.3048,74.1816,-207.882,-8.50618,148.288,-55.6262,-23.5722,105.423,38.3883,-21.9449,3.825
5.25833,143.557,-123.565,1104.3,146.049,-96.0258,942.911,113.636,-78.6281,437.419,101.392,-195.94,24.1858,74.1555,-207.824,-8.44073,148.384,-55.6014,-23.6728,105.389,38.2897,-22.0692,3.83333
5.26667,144.105,-123.773,1104.17,146.644,-96.2492,942.98,113.986,-79.3399,437.496,101.6,-195.943,24.3008,74.1818,-207.889,-8.51399,148.403,-55.5446,-23.628,105.365,38.3468,-22.0177,3.84167
5.275,144.699,-123.888,1104.02,146.893,-96.6327,943.023,114.301,-79.923,437.287,101.474,-196.086,24.3027,74.2132,-207.847,-8.47804,148.569,-55.5879,-23.6812,105.444,38.358,-22.1803,3.85
5.28333,145.351,-124.011,1103.91,147.437,-96.89,943.017,114.598,-80.6282,437.378,101.801,-196.139,24.1396,73.9783,-207.791,-8.77601,148.54,-55.5268,-23.6878,105.437,38.4238,-22.0378,3.85833
5.29167,145.897,-124.191,1103.83,148.091,-97.0731,943.01,115.251,-81.1961,437.579,101.993,-196.203,24.1556,74.6281,-207.759,-8.44669,148.67,-55.582,-23.7892,105.463,38.3787,-22.1286,3.86667
5.3,146.556,-124.339,1103.69,148.391,-97.4967,943.005,115.761,-81.8275,437.464,102.099,-196.398,24.0433,74.455,-208.024,-8.69262,148.738,-55.5817,-23.8772,105.569,38.3563,-22.183,3.875
5.30833,147.136,-124.549,1103.56,149.12,-97.7787,943.032,116.475,-82.4235,437.651,102.264,-196.319,23.9062,74.4235,-208,-8.61031,148.829,-55.5863,-23.8935,105.617,38.2442,-22.1551,3.88333
5.31667,147.757,-124.722,1103.37,149.556,-98.2259,942.909,116.766,-83.0451,437.438,102.413,-196.606,23.9103,74.5144,-208.03,-8.7133,149.005,-55.5117,-23.9029,105.62,38.4195,-22.139,3.89167
5.325,148.479,-124.812,1103.23,150.022,-98.6645,942.901,117.688,-83.261,437.419,102.677,-196.816,23.7969,74.6148,-208.136,-8.77529,149.06,-55.5514,-24.0298,105.665,38.334,-22.3144,3.9
5.33333,148.998,-125.127,1103.01,150.709,-99.0375,942.853,118.002,-83.7523,437.577,102.723,-196.792,23.8072,74.7053,-208.093,-8.8222,149.106,-55.5329,-24.0031,105.678,38.3959,-22.1977,3.90833
5.34167,149.596,-125.494,1102.83,151.361,-99.495,942.772,118.29,-84.1266,437.46,103.016,-197.006,23.8519,74.7864,-208.193,-8.76057,149.154,-55.505,-24.0836,105.689,38.3506,-22.3072,3.91667
5.35,150.399,-125.621,1102.55,151.847,-99.9932,942.7,118.905,-84.2575,437.404,102.938,-196.822,23.5857,74.8444,-208.13,-8.92633,149.249,-55.4733,-24.0302,105.658,38.4511,-22.1761,3.925
5.35833,151.071,-126.01,1102.29,152.683,-100.367,942.55,119.671,-84.2603,437.584,103.009,-196.776,23.4959,74.852,-208.101,-8.91137,149.228,-55.4979,-24.1391,105.641,38.3806,-22.3386,3.93333
5.36667,151.865,-126.117,1102.08,153.253,-100.901,942.375,119.653,-84.6774,437.208,103.14,-196.806,23.3309,74.9601,-208.148,-8.98218,149.271,-55.4685,-24.1488,105.547,38.3922,-22.409,3.94167
5.375,152.49,-126.441,1101.84,153.994,-101.275,942.192,120.491,-84.6498,437.298,103.282,-196.821,23.2576,75.0713,-208.148,-8.99792,149.33,-55.4629,-24.1684,105.65,38.4183,-22.3982,3.95
5.38333,153.1,-126.736,1101.61,154.339,-101.937,941.988,120.709,-85.0137,436.989,103.435,-196.874,23.1147,75.1376,-208.203,-9.06324,149.371,-55.4389,-24.1407,105.747,38.535,-22.2831,3.95833
5.39167,153.898,-126.904,1101.34,155.044,-102.11,941.697,121.555,-84.9197,437.133,103.572,-196.895,23.0083,75.2386,-208.206,-9.08744,149.457,-55.4464,-24.2135,105.696,38.4347,-22.4019,3.96667
5.4,154.396,-127.166,1101.13,155.718,-102.368,941.468,122.175,-84.962,437.287,103.543,-196.942,22.8915,75.3218,-208.253,-9.17405,149.473,-55.4172,-24.2045,105.691,38.5025,-22.2998,3.975
5.40833,155.05,-127.327,1100.85,156.16,-102.702,941.31,122.428,-85.1862,437.043,103.803,-196.827,22.838,75.372,-208.239,-9.15438,149.5,-55.4302,-24.3274,105.684,38.503,-22.4121,3.98333
5.41667,155.67,-127.374,1100.62,156.564,-102.977,941.083,122.769,-85.3211,436.968,103.764,-196.824,22.8076,75.4394,-208.26,-9.20761,149.517,-55.3793,-24.264,105.657,38.6099,-22.3645,3.99167
5.425,156.143,-127.496,1100.39,157.137,-103.145,940.961,123.252,-85.1936,437.045,104.075,-196.735,22.7323,75.1857,-208.156,-9.45228,149.503,-55.3218,-24.299,105.618,38.5812,-22.4993,4
5.43333,156.72,-127.484,1100.15,157.538,-103.34,940.788,123.297,-85.3478,436.803,104.137,-196.631,22.6471,75.8568,-208.084,-9.0974,149.549,-55.3008,-24.2875,105.561,38.5916,-22.4872,4.00833
5.44167,157.135,-127.566,1099.96,157.875,-103.414,940.681,123.734,-85.244,436.997,104.194,-196.674,22.5741,75.6672,-208.334,-9.27502,149.5,-55.3228,-24.2993,105.543,38.5388,-22.4375,4.01667
5.45,157.526,-127.584,1099.75,158.123,-103.565,940.541,123.691,-85.4586,436.77,104.233,-196.432,22.3129,75.617,-208.364,-9.28998,149.493,-55.3068,-24.2565,105.53,38.686,-22.2906,4.025
5.45833,158.018,-127.498,1099.55,158.367,-103.711,940.382,124.07,-85.3785,436.783,104.248,-196.614,22.4229,75.6495,-208.292,-9.25189,149.498,-55.2897,-24.3083,105.499,38.6138,-22.4276,4.03333
5.46667,158.418,-127.426,1099.4,158.75,-103.65,940.286,124.421,-85.3468,436.801,104.374,-196.69,22.4234,75.6812,-208.458,-9.37873,149.474,-55.2881,-24.2833,105.49,38.6775,-22.3435,4.04167
5.475,158.696,-127.398,1099.22,158.846,-103.751,940.231,124.279,-85.5089,436.691,104.3,-196.632,22.3889,75.6709,-208.297,-9.28444,149.451,-55.2563,-24.3258,105.492,38.6354,-22.4966,4.05
5.48333,158.961,-127.298,1099.03,159.086,-103.776,940.19,124.53,-85.47,436.706,104.532,-196.799,22.5112,75.7222,-208.532,-9.26715,149.475,-55.2655,-24.2358,105.447,38.6928,-22.3534,4.05833
5.49167,159.052,-127.292,1098.88,159.353,-103.744,940.145,124.883,-85.4418,436.764,104.395,-196.632,22.3428,75.7394,-208.365,-9.37664,149.46,-55.242,-24.2893,105.489,38.6232,-22.4398,4.06667
5.5,159.338,-127.196,1098.71,159.414,-103.837,940.131,125.133,-85.5052,436.688,104.392,-196.609,22.2388,75.7103,-208.348,-9.36818,149.444,-55.2511,-24.3267,105.478,38.5882,-22.4659,4.075
5.50833,159.476,-127.187,1098.62,159.614,-103.759,940.158,125.553,-85.5819,436.769,104.498,-196.656,22.2576,75.7822,-208.318,-9.33593,149.491,-55.2613,-24.3461,105.442,38.5336,-22.4704,4.08333
